character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
逐,"辶, 豕","Chase, expel, one by one",zhú,"逐
├── 辶
└── 豕",⿺辶豕,① go ⻌ after a pig 豕: chase,遂,,,1049,trục," 1. Đuổi, đuổi theo. <br>2. Đuổi đi. Như xích trục 斥逐 ruồng đuổi, trục khách 逐客 đuổi khách đi. Nguyễn Du 阮攸. Tông quốc tam niên bi phóng trục 宗國三年悲放逐 ba năm buồn rầu cảnh bị đày xa tổ quốc. <br>3. Tranh giành. Như trục lợi 逐利 tranh giành mối lợi, chen chọi. <br>4. Cùng theo. Như trục đội nhi hành 逐隊而行 theo đội ngũ mà đi. <br>5. Cứ lần lượt kể đến. Như trục nhất 逐一 đếm từ số một đi, trục tiệm 逐漸 lần lần.<br>"
毫,"亠, 口, 冖, 毛","hair, drawing brush, (in the) least, one thousandth, currency unit, 0.1 yuan",háo,"毫
├── 37106
│   ├── 37045
│   │   ├── 亠
│   │   └── 口
│   └── 冖
└── 毛",⿱⿳亠口冖毛,,,,,1050,hào," 1. Lông dài mà nhọn. Lông đến mùa thu lại mọc cái mới nên gọi là thu hào 秋毫. <br>2. Hào, trong phép cân đo gọi mười hào là một ly, tức là một phần trong muôn phần của một lạng. <br>3. Bút, bút làm bằng lông nên gọi là hào. <br>4. Nhỏ lắm. Như hào ly 毫釐, hào mạt 毫末, v.v. đều gọi về phần cực nhỏ bé cả. Tục nói tuyệt không có gì cả là hào vô 毫無. <br>5. Cái bút lông.<br>"
避,"辶, 尸, 口, 立, 十","Avoid, turn aside, escape, hide",bì,"避
├── 辶
└── 辟
    ├── 𡰪
    │   ├── 尸
    │   └── 口
    └── 辛",⿺辶⿰⿸尸口⿱立十,① run ⻌ to avoid having your head cut off 辟,,,,1051,tị," 1. Lánh, lánh xa không cho gặp gọi là tị. Như hồi tị 迴避 quay lánh ra chỗ khác. <br>2. Kiêng. Như tị húy 避諱 kiêng tên húy.<br>"
借,"亻, 十, 丨, 一, 日","Borrow, lend, make pretext of",jiè,"借
├── 亻
└── 昔
    ├── 龷
    │   ├── 艹
    │   └── 一
    └── 日",⿰亻⿱⿱⿻十丨一日,"① person 亻 being faced with his past 昔: he has borrowed, now he must pay rent",債 貸,,,1052,tá," 1. Vay mượn, mình vay của người hay mình cho người vay đều gọi là tá. <br>2. Mượn, cái gì vốn không có mà mượn dùng thì gọi là tá.<br>"
辞,"丿, 十, 口, 立","Words, speech, expression, phrase, resign, leave",cí,"辞
├── 舌
└── 辛",⿰⿱⿱丿十口⿱立十,① rs. to depart 辛 in a tangle of words 亂 (-乙): be fired with words ② ⓢ spicy 辛 tongue 舌: chattering all the way; because of chattering the person provokes a scandal and has to resign from the company,,,,1053,từ, 1. Tục dùng như chữ từ 辭.<br>
牙,⽛,"Tooth, molars, teeth, serrated, rad. 92",yá,牙,⽛,① tusk of an elephant  → 牙,,,,1054,nha," 1. Răng to. <br>2. Thử nha tước giác 鼠牙雀角 đặt điều gây sự kiện tụng. <br>3. Ngà, ngà voi dùng làm đồ được, gọi tắt là nha. Như nha bài 牙牌 cái thẻ ngà. <br>4. Các tướng nhỏ (ti tướng) gọi là nha tướng 牙將. <br>5. Người giới thiệu sự buôn bán gọi là nha quái 牙儈 (lái).<br>"
额,"宀, 夂, 口, 页","Forehead, tablet, plaque, fixed, amount, framed picture",é,"额
├── 客
│   ├── 宀
│   └── 各
│       ├── 夂
│       └── 口
└── 页",⿰⿱宀⿱夂口页,① what can be found on the head 頁 of guests 客 or used to recognise guests ② there's a fixed amount of heads 頁 per guest 客 ③ head 頁 of guest 客 framed for a picture,,,,1055,ngạch," 1. Bộ trán, trên chỗ lông mày dưới mái tóc gọi là ngạch. <br>2. Cái số chế ra nhất định. Như số binh đã chế nhất định gọi là binh ngạch 兵額. Số lương đã chế nhất định gọi là ngạch hướng 額餉. <br>3. Cái hoành phi. Cái hoành phi treo ở trên cửa trên mái. Như cái trán của người nên gọi là biển ngạch 匾額.<br>"
岸,"山, 厂, 干","Bank, shore, beach, coast",àn,"岸
├── 山
└── 厈
    ├── 厂
    └── 干",⿱山⿸厂干,① place on the side 厂 below the mountain 山 where one can find the seeds 干 (pebbles) of the river,"川; 堤; 涯; al. 屵
",,,1056,ngạn," 1. Bờ. Như đê ngạn 堤岸 bờ đê. <br>2. Tu đạo chứng chỗ cùng cực gọi là đạo ngạn 道岸 nghĩa là người hư nhờ có công tu học biết tới cõi hay, cũng như đắm đuối nhờ người cứu vớt vào tới bờ vậy. Trong kinh Phật nói tu chứng đến cõi chính giác là đáo bỉ ngạn 到彼岸, đăng giác ngạn 登覺岸 đều là cái nghĩa ấy cả. <br>3. Cao ngất, ngạn nhiên đạo mạo 岸然道貌 dáng đạo cao cả. Thể phách khỏe mạnh gọi là khôi ngạn 魁岸. Tính không cùng hòa với mọi vật gọi là nhai ngạn 崖岸 cũng cùng một ý cao cả.<br>"
赐,"贝, 日, 勹, 丿","Give, bestow favours, appoint",cì,"赐
├── 贝
└── 易
    ├── 日
    └── 勿
        ├── 勹
        └── 37125
            └── ㇒",⿰贝⿱日⿹勹⿱丿丿,① pouring 易 money 貝 like water: give away,,,,1057,tứ," 1. Cho, trên cho dưới gọi là tứ. <br>2. Ơn. Như dân đáo vu kim thụ kì tứ 民到于今受其賜 (Luận ngữ 論語) dân đến bây giờ vẫn còn được chịu ơn. <br>3. Hết. Như cuối bức thư nói dục ngôn bất tứ 欲言不賜 muốn nói chẳng hết lời.<br>"
予,"厶, 乛, 亅","I, me, to give, beforehand, previous","yú, yǔ","予
├── 龴
│   └── 厶
└── 𠄐
    ├── ㇖
    └── 亅",⿱厶⿱乛亅,"① go back and forth 龴 strongly 丁: to give something to someone; the current place of the loom 龴 is also the previous place: just like myself, i am always the same wherever i go, previously or now",先 該; 序 預 野,,,1058,dư|dữ," 1. Ta, tôi. Tiếng xưng của mình đối với người. <br>2. Một âm là dữ 予. Cho.<br>"
舍,"人, 丿, 十, 口","House, dwelling, dwell, reside","shě, Shè, shè","舍
├── 人
└── 38262
    ├── 干
    └── 口",⿱人⿱⿱丿十口,① where tongues 舌 chatter together 亼 under the roof 𠆢; place 土 with roof 𠆢 and talking mouths 口,,,,1059,xá|xả," 1. Quán trọ. Nhà ở cũng gọi là xá. Như mao xá 茅舍 nhà tranh. <br>2. Tiếng để gọi các người thân hàng dưới mình. Như xá đệ 舍弟 em nó, xá điệt 舍姪 cháu nó, v.v. <br>3. Nghỉ. Như Xá ư mỗ địa 舍於某地 nghỉ trọ ở đất mỗ. <br>4. Quân đi một đêm gọi là xá, tức là một quãng đường xa 30 dặm. <br>5. Một âm là xả. Bỏ. Tục bảo tha ra là nhiêu xả 饒舍, lấy của gì của người cho là thí xả 施舍. <br>6. Thôi ngưng.<br>"
洞,"氵, 冂, 一, 口","Cave, grotto, ravine, hole",dòng,"洞
├── 氵
└── 同
    ├── 冂
    └── 𠮛
        ├── 一
        └── 口",⿰氵⿵⿵冂一口,① water 氵 flowing through the same hole 同: cave or ravine,,,,1060,đỗng," 1. Cái động (hang sâu). <br>2. Lỗ hổng, cái gì đục thủng đều gọi là đỗng. <br>3. Suốt. Như đỗng giám 洞鑒 soi suốt.<br>"
扬,"扌, 𠃓","Raise, wave, spread, praise, fry","yáng, Yáng","扬
├── 扌
└── 𠃓
    ├── ㇎
    └── 37125
        └── ㇒",⿰扌𠃓,① hand 扌 in the wide open 昜/𠃓 country side raising the flag on the farm; animals from this farm will taste well when fried,,,,1061,dương," 1. Giơ lên, bốc lên. Như thủy chi dương ba 水之揚波 nước chưng gợn sóng, phong chi dương trần 風之揚塵 gió chưng bốc bụi lên, v.v. <br>2. Khen. Như xưng dương 稱揚 khen ngợi, du dương 揄揚 tấm tắc khen hoài (gặp ai cũng nói điều hay của người).<br>"
湾,"氵, 亠, 弓","Bay, cove, inlet, bend of stream",wān,"湾
├── 氵
└── 弯
    ├── 亦
    │   ├── 亠
    │   └── 37456
    │       ├── 37476
    │       │   ├── 丨
    │       │   └── 亅
    │       └── 八
    └── 弓",⿰氵⿱⿱亠&CDP-8CB5;弓,① bent 彎/弯 water 氵 ② wet man with bow 弯 coming out of the water 氵: attack in a bay ③ ⓢ an inlet of the sea 氵 where the land curves 弯 inward: bay,,,,1062,loan," 1. Vũng bể, chỗ nước hõm vào.<br>"
馆,"饣, 宀, 㠯",Public building,guǎn,"馆
├── 饣
└── 官
    ├── 宀
    └── 㠯
        └── 𤕪",⿰饣⿱宀㠯,① place where officials 官 allow you to eat 飠," 未 朝 卸; 廟 堂 院 殿; 亭 楼
",,,1063,quán," 1. Quán trọ. <br>2. Cho ở, để ở. <br>3. Tên các sở quan. Như nhà Đường 唐 có Hoằng Văn quán 弘文館. Nhà Tống 宋 có Chiêu Văn quán 昭文館. Ban Hàn lâm viện nhà Thanh 清 có Thứ Thường quán 庶常館. Vì thế nên chức quan trong viện gọi là lưu quán 留館, bổ ra các bộ hay phủ huyện gọi là tản quán 散館. <br>4. Nhà quan ở gọi là công quán 公館. <br>5. Nhà học. Như thôn quán 村館 nhà học trong làng. <br>6. Phàm nhà văn sĩ làm việc mà được miếng ăn của người cung đốn đều gọi là quán.<br>"
舰,"舟, 见",Warship,jiàn,"舰
├── 舟
└── 见",⿰舟见,① ship 舟 supervising 監 the seas ② ⓢ ship 舟 costing a lot of money 见,,,,1064,hạm," 1. Tàu trận. Nay gọi quân đánh trên mặt bể là hạm đội 艦隊, tàu trận gọi là quân hạm 軍艦.<br>"
鼓,⿎,"Drum, beat, top, strike",gǔ,鼓,⿎,① rs. a drum 口 left and right ends with base and feathers on top 土 hit with stick 支 ② hand holding a branch 支  to hit a drum 壴: strike,,,,1065,cổ," 1. Cái trống. <br>2. Ðánh trống. <br>3. Gẩy, khua. <br>4. Quạt lên, cổ động. <br>5. Trống canh.<br>"
盛,"厂, 戈, 𠃌, 皿","Abundant, flourishing, contain, fill","chéng, shèng, Shèng","盛
├── 成
│   ├── 万
│   │   ├── 一
│   │   └── 37184
│   │       ├── 丿
│   │       └── ㇆
│   └── 戈
└── 皿",⿱⿵⿻厂戈𠃌皿,① bowl 皿 becoming 成 filled: a sign of abundancy,,,,1066,thịnh|thình," 1. Thịnh, đầy đủ đông đúc, chỉ thấy thêm không thấy kém đều gọi là thịnh. <br>2. Một âm là thình. Ðựng, đựng xôi vào bát để cúng tế gọi là tư thình 粢盛 . Vì thế nên xôi gọi là tư thình. <br>3. Cái đồ đựng đồ. <br>4. Chịu. Nhận. <br>5. Chỉnh đốn.<br>"
巨,巨,"Large, great, enormous, chief",jù,"巨
├── 匚
└── 99721
    └── 匚",巨,① rs. a large 工 being held by a hand:  →  → 巨: large measure,,,,1067,cự|há," 1. Lớn, cự thất 巨室 nhà có tiếng lừng lẫy. Số nhiều gọi là cự vạn 巨萬. <br>2. Há, cùng nghĩa với chữ 詎.<br>"
板,"木, 𠂆, 又","Plank, board, iron or tin plate","bǎn, pàn","板
├── 木
└── 反
    ├── ⺁
    └── 又",⿰木⿸𠂆又,"① wood 木 in a form so it can be used as a defense against 反 something (cold, weather, attacks, ...)",,,,1068,bản," 1. Ván, mảnh mỏng. Như mộc bản 木板 tấm ván, đồng bản 銅板 lá đồng, ngày xưa gọi cái hốt là thủ bản 手板, tờ chiếu là chiếu bản 詔板 cũng do nghĩa ấy. <br>2. Bản bản 板板 dở dáo, nhà nước hỗn loạn không có phép luật gọi là bản đãng 板蕩. <br>3. Ðờ đẫn, không hoạt động. Như ngốc bản 呆板 ngờ nghệch chẳng biết gì, cổ bản 古板 cổ lỗ vô dụng, v.v. <br>4. Bản in sách. Như nguyên bản 原板 bản in nguyên văn, phiên bản 翻板 bản khắc lại, xuất bản 出板 in sách ra. <br>5. Cái ván đánh phách, một thứ âm nhạc dùng để đánh dịp hát. <br>6. Cái bàn vả.<br>"
材,"木, 才","Material, stuff, timber, lumber, log, talent",cái,"材
├── 木
└── 才
    ├── 𠂇
    │   └── 十
    └── ㇒",⿰木才,"① tree 木 pierced through several times 才 falling apart in usable material: timber, logs",,,,1069,tài," 1. Gỗ dùng được, phàm vật gì của trời sinh mà có thể lấy để dùng được đều gọi là tài. Như kim, mộc, thủy, hỏa, thổ 金、木、水、火、土 gọi là ngũ tài 五材. <br>2. Tính chất. Như tất nhân kỳ tài nhi đốc yên 必因其材而篤焉 ắt nhân tính chất nó mà bồi đắp thêm vậy. <br>3. Cùng một nghĩa với chữ tài 才.<br>"
鲜,"𠂊, 田, 一, 羊","Fresh, new, delicious, rare, few","xiǎn, xiān","鲜
├── 鱼
└── 羊",⿰⿳𠂊田一羊,① rs. fish 魚 and sheep 羊 to eat: tasty and fresh,,,,1070,tiên|tiển," 1. Cá tươi. Ngày xưa gọi các thứ cá ba ba là tiên thực 鮮食. <br>2. Tươi, cá thịt mới làm, rau quả mới hái đều gọi là tiên. Như tiên hoa 鮮花 hoa tươi. <br>3. Tục gọi mùi ngon là tiên. <br>4. Tốt đẹp. Như tiên minh 鮮明 tươi đẹp, rực rỡ, tiên nghiên 鮮妍 tươi đẹp. <br>5. Một âm là tiển. Ít.<br>"
输,"车, 人, 一, 月, 刂","Transport, carry, haul",shū,"输
├── 车
└── 俞
    ├── 亼
    │   ├── 人
    │   └── 一
    └── 刖
        ├── 月
        └── 刂",⿰车⿱⿱人一⿰月刂,① consenting 俞 to be moved be car 車,輪,,,1071,thâu|thú," 1. Chuyển vần, lấy xe vận tải đồ đi. Như thâu tống 輸送 vận tải đưa đi, thâu xuất 輸出 vận tải ra, v.v. <br>2. Nộp, đưa đồ gì cho ai gọi là thâu. Lấy ý thành thực đối với người cũng gọi là thâu. Như thâu trung 輸忠 dốc hết lòng thực. <br>3. Thua. Như thâu doanh 輸贏 được thua. Một âm là thú. Cái đồ đưa cho người.<br>"
遍,"辶, 户, 冂, 十, 丨","Everywhere, all over, throughout",biàn,"遍
├── 辶
└── 扁
    ├── 户
    └── 𠕁
        ├── 冂
        └── 艹",⿺辶⿸户⿵冂⿻十丨,① bamboo books 扁 can be taken ⻌ everywhere,,,,1072,biến, 1. Khắp. Cùng nghĩa với chữ biến 徧. Như độc thư bách biến 讀書百遍 đọc sách trăm lượt. Ðọc suốt từ đầu chí cuối gọi là nhất biến 一遍. Nguyễn Du 阮攸. Khứ biến đông nam lộ 去遍東南路 đi khắp đường đông nam.<br>
肉,⾁,"Flesh, meat, rad. 130",ròu,肉,⾁,"① flesh cut into pieces  → 肉 ⺼ ② con.: person, body"," 腐; al. ⺼(月); : 然 祭; : 斉 斎
",,,1073,nhục|nhụ|nậu," 1. Thịt. Là do chất như lòng trắng trứng gà cấu tạo nên, là chất mềm chơn để bao bọc gân xương cho các giống động vật. Nay ta gọi trong họ thân là cốt nhục 骨肉 nghĩa là cùng một ông cha sinh đẻ san sẻ ra vậy. <br>2. Phần xác thịt. Như nhục dục 肉慾 cái ham muốn về xác thịt. Như rượu chè trai gái, v.v. Cũng viết là 肉欲. Nhục hình 肉刑 hình phạt đến da thịt. Như kìm kẹp xẻo đánh, v.v. đều nói về ngoài xác thịt cả. Những kẻ vô học vô tri gọi là hành thi tẩu nhục 行尸走肉 thịt chạy thây đi, nói kẻ chỉ có phần xác mà không có tinh thần vậy. <br>3. Thịt ăn. Các thứ thịt giống vật có thể ăn được đều gọi là nhục. Người giầu sang gọi là nhục thực 肉食. Lấy thế lực mà ăn hiếp người gọi là ngư nhục 魚肉. Như ngư nhục hương lý 魚肉鄉里 hà hiếp làng mạc. <br>4. Cùi, cùi các thứ quả. <br>5. Một âm là nhụ. Bắp thịt nở nang, mập mạp. <br>6. Cũng đọc là chữ nậu.<br>"
含,"人, 丶, ㇇, 口","Hold in mouth, contain, bear",hán,"含
├── 今
│   ├── 亽
│   │   ├── 人
│   │   └── 丶
│   └── ㇇
└── 口",⿱⿱⿱人丶㇇口,① in the mouth 口 now 今: it contains something which must be borne,,,,1074,hàm," 1. Ngậm, ngậm ở trong mồm không nhả không nuốt là hàm. <br>2. Dung được, nhẫn được. Như hàm súc 含蓄, hàm dong 含容 nghĩa là bao dong nhịn nhục được, không vội giận vội cười. <br>3. Lễ ngày xưa người chết thì bỏ gạo và của quý vào mồm gọi là hàm. Ta thường gọi là đồ vặn hàm.<br>"
择,"扌, 又, 二, 丨","Select, choose, pick out",zé,"择
├── 扌
└── 37071
    ├── 又
    └── 37024
        ├── 二
        └── 丨",⿰扌⿱又⿻二丨,"① inquisitive 睪/𠬤 hand 扌 ② hand 扌 or foot 尺 looking for something, wanting to pick it out ③ ⓢ two 二 hands 扌又 picking a line 丨",,,,1075,trạch," 1. Chọn. Như trạch lân 擇鄰 chọn láng giềng. <br>2. Khác, phân biệt.<br>"
秀,"禾, 𠄎, 丿","Flowering, luxuriant, refined, elegant, graceful, excel",xiù,"秀
├── 禾
└── 乃
    ├── ㇎
    └── 丿",⿱禾⿹𠄎丿,① rs. flowers 乃 or ears of grain 禾,,,,1076,tú," 1. Lúa đâm hoa. Phàm các loài cỏ nẩy hoa đều gọi là tú. <br>2. Ðẹp lạ. Như tú lệ 秀麗 tốt đẹp lạ. Cũng như tú mỹ 秀美. <br>3. Tú tài 秀才 bên Tàu thì người đi học đều gọi là tú tài. Như tú tài bất xuất môn, năng tri thiên hạ sự 秀才不出門，能知天下事 học trò không ra khỏi cửa, sao biết được chuyện trên đời. Ở ta thi hương không trúng kỳ phúc hạch mà được phân số khá thì đỗ tú tài. Người được vào học nhà học của vua cũng gọi là tú tài.<br>"
毒,"龶, 母","Poison, venom, poisonous",dú,"毒
├── 龶
│   └── 丰
└── 母",⿱龶母,① plant 龶 not 毋 to eat or your mother 毋 says not to eat: it's poisonous,,,,1077,độc|đốc," 1. Ác. Như độc kế 毒計 kế ác. <br>2. Làm hại. Như đồ độc sinh linh 荼毒生靈 làm hại giống sinh linh. <br>3. Ðộc, vật gì làm hại được người đều gọi là độc. Như độc xà 毒蛇 rắn độc, độc duợc 毒藥 thuốc độc, v.v. <br>4. Căm giận. Như phẫn độc 憤毒 căm tức lắm. <br>5. Trị, cai trị. <br>6. Một âm là đốc. Như quyên đốc 身毒 nước Quyên Ðốc, tức là nước Thiên Trúc 天竹 (nước Ấn Ðộ 印度 bây giờ).<br>"
篇,"竹, 户, 冂, 十, 丨","Chapter, section, essay, article",piān,"篇
├── ⺮
└── 扁
    ├── 户
    └── 𠕁
        ├── 冂
        └── 艹",⿱竹⿸户⿵冂⿻十丨,① bambook 竹 books 扁 contain chapters and sections,,,,1078,thiên, 1. Thiên. Phàm một bài văn đoạn sách nào mà có đầu có đuôi đều gọi là thiên. Như sách Luận ngữ 論語 có hai mươi thiên. Một bài thơ cũng gọi là một thiên.<br>
兼,"丷, 一, ⺺","Unite, combine, connect, and, equally, concurrently",jiān,"兼
├── 䒑
│   ├── 丷
│   └── 一
└── 37471
    ├── 99948
    │   ├── 10001
    │   │   └── 丨
    │   └── 八
    └── ⺕",⿱⿱丷一⿻⺺&CDP-8CB5;,① rs. hand ⺕ grasping two sheaths of grain 禾禾:  → 兼 at the same time (concurrently) ② con. work on the fields,,,,1079,kiêm," 1. Gồm. Như kiêm quản 兼管 gồm coi, kiêm nhân 兼人 một người làm việc gồm cả việc của hai người. Tục viết là 蒹.<br>"
婚,"女, 氏, 日","Get married, marriage, wedding",hūn,"婚
├── 女
└── 昏
    ├── 氏
    └── 日",⿰女⿱氏日,① for getting marriage you need a party at night 昏 and a woman 女,,,,1080,hôn," 1. Lấy vợ, con dâu.<br>"
呀,"口, 牙","Open one's mouth, bare one's teeth, a particle used after a phrase for emphasis, expressing surprise, etc., to gape, a creaking sound",ya,"呀
├── 口
└── 牙",⿰口牙,① mouth 口 falling open in surprise at the sight of huge elephant tusks 牙; sound of teeth 牙 grinding over each other in the mouth 口,,,,1081,nha, 1. Nhời trợ từ. Như hài nhi nha 孩兒呀 con ạ !<br>
妹,"女, 木, 一",Younger sister,mèi,"妹
├── 女
└── 未
    ├── 木
    └── 一",⿰女⿻木一,① a woman 女 not yet fully grown 未,叔; 姉,,,1082,#N/A,#N/A
伦,"亻, 人, 匕","Normal human relationships among people, ethics, comparison",lún,"伦
├── 亻
└── 仑
    ├── 人
    └── 匕",⿰亻⿱人匕,① people 亻 brought together 侖/仑,,,,1083,luân," 1. Thường. Như luân lý 倫理 cái đạo thường người ta phải noi theo. <br>2. Loài, bực. Như siêu quần tuyệt luân 超羣絕倫 tài giỏi hơn cả các bực.<br>"
访,"讠, 方","Visit, ask, inquire",fǎng,"访
├── 讠
└── 方",⿰讠方,① going in a certain direction 方 to talk 言 to somebody,,,,1084,phóng|phỏng," 1. Tới tận nơi mà hỏi. Như thái phóng dân tục 採訪民俗 xét hỏi tục dân. <br>2. Dò xét. Ði dò những kẻ có tội mà chưa có ai phát giác gọi là phóng nã 訪拿 dò bắt, nhà báo mỗi nơi đặt một người thông tin tức gọi là người phóng sự 訪事. <br>3. Tìm lục. Như phóng bi 訪碑 tìm lục các bia cũ, phóng cổ 訪古 tìm tòi cổ tích. <br>4. Đi thăm hỏi, như tương phóng 相訪 cùng đến thăm nhau. Còn đọc là phỏng. Nguyễn Du 阮攸. Tha nhật Nam qui tương hội phỏng, Lục Ðầu giang thượng hữu tiều ngư 他日南歸相會訪，六頭江上有樵漁 Mai này về Nam, gặp gỡ hỏi thăm nhau, Thì trên sông Lục Ðầu đã có người đốn củi, người đánh cá.<br>"
骨,⾻,"Bone, skeleton, frame, framework",gǔ,骨,⾻,① rs. shoulder bones 冎 with meat 月,咼,,,1085,cốt," 1. Xương, là một phần cốt yếu trong thân thể người và vật. <br>2. Cái cốt, dùng để làm cái mẫu để đúc nắn các hình đứng đều gọi là cốt. <br>3. Thứ cốt 次骨 khắc sâu vào. Giận người không quên gọi là hàm chi thứ cốt 銜之次骨. <br>4. Cứng cỏi. Như kẻ cứ đứng thẳng mà can, không a dua nịnh hót gọi là cốt ngạnh 骨鯁 (xương cá). <br>5. Người chết.<br>"
陵,"阝, 土, 八, 夂","Hill, mound, mausoleum",líng,"陵
├── 阝
└── 夌
    ├── 17079
    │   ├── 土
    │   └── 八
    └── 夂",⿰阝⿳土八夂,① mound 阝 where people are buried who dawdle 夌 there,,,,1086,lăng," 1. Đống đất to, cái gò. <br>2. Mả vua. Nhà Tần 秦 gọi mả vua là sơn 山. Nhà Hán 漢 gọi là lăng 陵. <br>3. Lấn hiếp. Như sách Trung dung 中庸 nói Tại thượng vị bất lăng hạ 在上位不陵下 ở ngôi trên chẳng lấn hiếp kẻ dưới. <br>4. Vượt qua. Như lăng tiết 陵節 vượt bực. <br>5. Bỏ nát. Như lăng di 陵夷 tàn nát, lăng trì 陵遲 tội xẻo thịt ra từng mảnh. <br>6. Lên. <br>7. Tôi đồ sắt.<br>"
弄,"王, 廾","Do, play or fiddle with, make fun of","lòng, nòng","弄
├── 王
└── 艹",⿱王廾,① rs. two hands 廾 playing with jade 王,,,,1087,lộng," 1. Mân mê ngắm nghía, nay gọi sinh con trai là lộng chương 弄璋, sinh con gái là lộng ngõa 弄瓦. <br>2. Lấy người ra làm trò đùa cũng gọi là lộng. Như hí lộng 戲弄 đùa bỡn, vũ lộng 侮弄 khinh nhờn, v.v. <br>3. Thổi. Như lộng địch 弄笛 thổi sáo. Lại là tên khúc nhạc nữa. <br>4. Ngõ. Cũng như chữ hạng 巷.<br>"
诚,"讠, 厂, 戈, 𠃌","Sincere, honest, true, real",chéng,"诚
├── 讠
└── 成
    ├── 万
    │   ├── 一
    │   └── 37184
    │       ├── 丿
    │       └── ㇆
    └── 戈",⿰讠⿵⿻厂戈𠃌,① complete 成 words 言: they will become 成 true and are sincere,,,,1088,thành," 1. Thành thực, chân thực. <br>2. Tin, như thành nhiên 誠然 tin thực thế.<br>"
炮,"火, 勹, 巳","Gun, cannon","bāo, páo, pào","炮
├── 火
└── 包
    ├── 勹
    └── 巳",⿰火⿹勹巳,"① device wrapped around 包 a stone 石, if a fire 火 is applied the cannon ejects the stone 石",,,,1089,pháo|bào, 1. Súng lớn. Xem chữ pháo 礮. <br>2. Một âm là bào. Nướng (bọc lại mà nướng). <br>3. Thuốc sao không để cho cháy mất nguyên tính gọi là bào chế 炮製. Như bảo khương 炮薑 gừng sao cháy chưa vạc hẳn.<br>
盘,"舟, 皿","Tray, plate, dish, examine",pán,"盘
├── 舟
└── 皿",⿱舟皿,① plate 皿 being carried 般,,,,1090,bàn," 1. Cái mâm. <br>2. Cái chậu tắm rửa. <br>3. Bàn hoàn 盤桓 quanh co, không tiến lên được. <br>4. Bồi hồi, bè bạn lưu liên (留連) không rời nhau được cũng gọi là bàn hoàn 盤桓. Ðào Uyên Minh 陶淵明. Cảnh ế ế dĩ tương nhập, phủ cô tùng nhi bàn hoàn 景翳翳以將入，撫孤松而盤桓 cảnh mờ mờ sắp vào trong bóng đêm, vỗ cây tùng lẻ loi, lòng bồi hồi. <br>5. Bàn toàn 盤旋 quay liệng, quay liệng vài vòng rồi chạy và bay bổng lên gọi là bàn toàn. <br>6. Toàn cuộc. Như thông bàn trù hoạch 通盤籌畫 toan tính suốt cả toàn cuộc. <br>7. Ðiểm tra các của cải. <br>8. Ðịnh giá hàng hóa. <br>9. Tra xét nguyên do. Như bàn cật 盤詰 xét hỏi, hỏi vặn. <br>10. Vui. Như bàn du vô độ 盤遊無度 (Thư Kinh 書經) vui chơi vô độ. <br>11. Cùng một nghĩa với chữ bàn 磐. tảng đá lớn.<br>"
旅,"方, 丿, 一","Trip, journey, travel, traveler",lǔ:,"旅
├── 方
└── 38188
    ├── 𠂉
    │   ├── 丿
    │   └── 一
    └── 氏",⿰方⿱⿰丿一&CDP-8C66;,① persons 亻𠤎𠂉 moving in a certain direction 方 ② person 亻 putting on clothes 𧘇 (he leaves certain things 丶 at home) preparing to go in a certain direction 方,⻌ 航 巡,,,1091,lữ," 1. Lữ, năm trăm quân kết làm một toán gọi là lữ. <br>2. Khách trọ, thương lữ 商旅 khách buôn trú ngụ, v.v. <br>3. Ở trọ, đi ra ngoài phải ở trọ gọi là lữ thứ 旅次. <br>4. Ðồng, đều. Như lữ tiến lữ thoái 旅進旅退 đều tiến đều lui. <br>5. Thứ tự. <br>6. Tế lữ.<br>"
店,"广, ⺊, 口","Shop, store, inn, hotel",diàn,"店
├── 广
└── 占
    ├── ⺊
    └── 口",⿸广⿱⺊口,① building 广 where the fortuneteller 占 sells his stuff ② hotels are usually built on a cliff 广 occupying 占 a high position with a broad 广 view,舗 屋; 扁,,,1092,điếm," 1. Tiệm, chỗ để chứa đồ cầm đồ, tục gọi nhà trọ là khách điếm 客店.<br>"
销,"钅, ⺌, 月","to melt (metal), to cancel or annul, to sell, to spend, to fasten with a bolt, bolt or pin",xiāo,"销
├── 钅
└── 肖
    ├── ⺌
    └── 月",⿰钅⿱⺌月,,,,,1093,tiêu," 1. Tiêu tan. Cho các loài kim vào lửa nung cho chảy ra gọi là tiêu. <br>2. Mòn hết. Như tiêu háo 銷耗 hao mòn, tiêu diệt 銷滅, v.v. <br>3. Bán chạy tay, hàng họ bán được gọi là tiêu. <br>4. Tiêu trừ đi.<br>"
